name,country,region,winery,rating,price,year,variety
Santa Cecilia Nero d'Avola ,Italy,Terre Siciliane,Planeta,4.0,21.0,2016,Nero
Rully Red ,France,Rully,Joseph Drouhin,3.7,22.78,2017,Rully Red
Merlot ,United States,California,Spellbound,3.9,14.49,2016,Merlot
Ão Noir ,Switzerland,ZÃ¼rich,Staatskellerei ZÃ¼rich,3.9,70.19,2014,Ão Noir
Galpin Peak Pinot Noir ,South Africa,Hemel-en-Aarde Valley,Bouchard Finlayson,4.1,34.95,2018,Pinot Noir
Shavkapito ,Georgia,Kakheti,Mukhrani,4.4,16.9,2017,Shavkapito
Hill of Grace ,Australia,Eden Valley,Henschke,4.5,650.0,2008,Hill of Grace
Fleurie Hospice de Belleville ,France,Fleurie,Joseph Drouhin,3.6,14.53,2015,Fleurie Hospice de Belleville
Cabernet Sauvignon ,United States,California,Gnarly Head,3.6,12.1,2016,Cabernet Sauvignon
Morgon ,France,Morgon,Domaine Mathieu & Camille Lapierre,4.1,21.9,2018,Morgon
Joven Roble Tinto ,Spain,Ribera del Duero,Pago de Los Capellanes,4.1,14.9,2018,Tinto
Haut-MÃ©doc (Grand Cru ClassÃ©) ,France,Haut-MÃ©doc,ChÃ¢teau La Tour Carnet,3.9,44.96,2011,Haut
Margaux (Grand Cru ClassÃ©) ,France,Margaux,ChÃ¢teau Giscours,4.2,70.19,2004,Margaux (Grand Cru ClassÃ©)
Saint-Julien (Grand Cru ClassÃ©) ,France,Saint-Julien,ChÃ¢teau LÃ©oville Barton,4.2,89.0,2006,Saint-Julien (Grand Cru ClassÃ©)
SpÃ¤tburgunder ,Germany,Pfalz,A. Christmann,3.7,16.95,2015,SpÃ¤tburgunder
Alto ,Argentina,Mendoza,Alta Vista,4.3,54.0,2013,Alto
Nuits-Saint-Georges ,France,Nuits-Saint-Georges,Bouchard PÃ¨re & Fils,3.8,41.72,2014,Nuits-Saint-Georges
Cocciapazza Montepulciano d'Abruzzo ,Italy,Montepulciano d'Abruzzo,Torre dei Beati,4.1,29.35,2016,Cocciapazza Montepulciano d'Abruzzo
Alentejano Reserva Tinto ,Portugal,Alentejano,Terra d'Alter,4.1,8.45,2016,Tinto
Bricco della Bigotta Barbera d'Asti ,Italy,Barbera d'Asti,Braida,4.2,49.9,2015,Barbera
Sassella Valtellina Superiore ,Italy,Valtellina Superiore,Aldo Rainoldi,3.5,12.51,2009,Sassella Valtellina Superiore
Reserva ,Spain,Rioja,Rioja Vega,3.7,11.45,2014,Reserva
Pomerol ,France,Pomerol,ChÃ¢teau Bourgneuf (Vieux ChÃ¢teau Bourgneuf),3.8,42.89,2014,Pomerol
Les Pâtits Galets Rouge ,France,Gard,Rocca Maura,3.4,4.83,2015,Les Pâtits Galets Rouge
Barolo ,Italy,Barolo,Aurelio Settimo,3.9,39.19,2010,Barolo
Barolo Bricco Rocche ,Italy,Barolo,Ceretto,4.0,193.03,2013,Barolo Bricco Rocche
Saint-Julien (Grand Cru ClassÃ©) ,France,Saint-Julien,ChÃ¢teau Branaire-Ducru,4.2,86.18,2009,Saint-Julien (Grand Cru ClassÃ©)
Prado Enea Gran Reserva ,Spain,Rioja,Muga,4.3,53.51,2011,Prado Enea Gran Reserva
CrossBarn Cabernet Sauvignon ,United States,Napa Valley,Paul Hobbs,4.2,75.69,2014,Cabernet Sauvignon
Appassite Negroamaro - Primitivo ,Italy,Puglia,Luna Argenta,4.2,9.66,2018,Primitivo
Chianti Classico ,Italy,Chianti Classico,Fontodi,3.9,21.24,2016,Chianti
 Sessantanni Old Vines Primitivo di Manduria ,Italy,Primitivo di Manduria,San Marzano,4.5,30.95,2015,Primitivo
Evenstad Reserve Pinot Noir ,United States,Willamette Valley,Domaine Serene,4.4,89.0,2014,Pinot Noir
Mandus Primitivo di Manduria ,Italy,Primitivo di Manduria,Pietra Pura,4.1,11.95,2017,Primitivo
ChaminÃ© Tinto ,Portugal,Alentejano,Cortes de Cima,3.8,9.16,2018,Tinto
Estate Tannat - Merlot (Varietales) ,Uruguay,San JosÃ©,Bodega GarzÃ³n,3.5,14.29,2016,Estate Tannat - Merlot (Varietales)
Pinot Noir ,United States,Anderson Valley,Domaine Anderson,4.0,57.42,2014,Pinot Noir
Chianti Pontormo ,Italy,Chianti,Castelli del Grevepesa,3.4,6.45,2017,Chianti
Ai Suma Barbera d'Asti ,Italy,Barbera d'Asti,Braida,4.4,68.65,2016,Barbera
Principe Spinelli ,Italy,Calabria,Tenuta Iuzzolini,3.9,9.65,2018,Principe Spinelli
Il Torrino ,Italy,Toscana,Poggio Alla Sala,3.7,8.37,2015,Il Torrino
Baga ao Sol Unoaked ,Portugal,Alentejano,Fitapreta,4.2,21.45,2015,Baga ao Sol Unoaked
Haut-MÃ©doc (Grand Cru ClassÃ©) ,France,Haut-MÃ©doc,ChÃ¢teau de Camensac,3.8,56.6,2016,Haut
Bruno Rosso ,Italy,Lugana,Bulgarini,3.9,9.9,2016,Rosso
Amaranta Montepulciano d'Abruzzo ,Italy,Montepulciano d'Abruzzo,Tenuta Ulisse,4.2,17.81,2017,Amaranta Montepulciano d'Abruzzo
Flor de Primavera Peraj Ha'abib ,Spain,Montsant,CapÃ§anes,3.9,58.39,2013,Prima
Contraste Tinto ,Portugal,Douro,Conceito,3.6,9.9,2016,Tinto
Saint-EstÃ¨phe ,France,Saint-EstÃ¨phe,ChÃ¢teau SÃ©rilhan,3.9,18.95,2016,Saint-EstÃ¨phe
Saint-Ãmilion Grand Cru ,France,Saint-Ãmilion Grand Cru,ChÃ¢teau La Couronne,4.1,22.5,2016,Saint-Ãmilion Grand Cru
Grand Vin Minervois La LiviniÃ¨re ,France,Minervois La LiviniÃ¨re,L'Ostal Cazes,3.9,18.99,2016,Grand Vin Minervois La LiviniÃ¨re
JuliÃ©nas Pur Ju... ,France,JuliÃ©nas,Les Bertrand,4.2,20.37,2018,JuliÃ©nas Pur Ju...
Shiraz ,Australia,McLaren Vale,Soldiers Block,3.5,9.29,2018,Shiraz
Bordeaux (Merlot - Cabernet Sauvignon) ,France,Bordeaux,ChÃ¢teau La Freynelle,3.4,9.45,2014,Cabernet Sauvignon
Primitivo - Merlot Zolla ,Italy,Puglia,Vigneti del Salento,3.9,7.26,2018,Primitivo
Valpolicella Ripasso Classico Superiore ,Italy,Valpolicella Ripasso,Le Ragose,4.0,19.4,2016,Valpolicella Ripasso Classico Superiore
Art de Vivre Rouge ,France,Languedoc,GÃ©rard Bertrand,3.8,15.95,2015,Art de Vivre Rouge
AlmirÃ©z ,Spain,Toro,Teso La Monja,3.9,15.9,2015,AlmirÃ©z
PrÃ³ximo Rioja ,Spain,Rioja,MarquÃ©s de Riscal,3.7,7.27,2016,PrÃ³ximo Rioja
CÃ´te-RÃ´tie Brune & Blonde de Guigal ,France,CÃ´te-RÃ´tie,E. Guigal,4.1,92.0,2009,CÃ´te-RÃ´tie Brune & Blonde de Guigal
Brunello di Montalcino ,Italy,Brunello di Montalcino,Biondi-Santi,4.5,139.4,2012,Brunello di Montalcino
Insigne CarmenÃ¨re ,Chile,Rapel Valley,Carmen,3.7,8.49,2017,Insigne CarmenÃ¨re
Tinto ,Spain,Toro,Bodegas San RomÃ¡n,4.3,32.5,2015,Tinto
Haut-MÃ©doc ,France,Haut-MÃ©doc,ChÃ¢teau Sociando-Mallet,3.9,43.87,2007,Haut
Montsant Besllum ,Spain,Montsant,Malondro,3.6,9.95,2012,Montsant Besllum
Aglianico Del Vulture Piano Del Cerro ,Italy,Aglianico del Vulture,Vigneti del Vulture,4.1,13.9,2017,Aglianico Del Vulture Piano Del Cerro
Rosso di Montalcino ,Italy,Rosso di Montalcino,Poggio Antico,4.0,23.73,2017,Rosso
Bordeaux Rouge ,France,Bordeaux,ChÃ¢teau Pierrousselle,3.7,5.74,2016,Bordeaux
Garnacha Tinta ,Spain,Terra Alta,La Picossa,3.3,9.15,2018,Garnacha Tinta
Inedito ,Italy,Toscana,Terre del Marchesato,3.7,12.56,2016,Inedito
Croix de Beaucaillou Saint-Julien ,France,Saint-Julien,ChÃ¢teau Ducru-Beaucaillou,4.1,52.95,2016,Croix de Beaucaillou Saint-Julien
Barbaresco ,Italy,Barbaresco,Casetta,4.0,26.5,2008,Barbaresco
Janus Gran Reserva ,Spain,Ribera del Duero,Tinto Pesquera,4.3,145.19,1995,Janus Gran Reserva
Mantsch Lagrein Riserva ,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.7,19.01,2016,Mantsch Lagrein Riserva
Vina Imas Gold Edition Gran Reserva ,Spain,Rioja,Baron de Ley,4.3,21.99,2012,Vina Imas Gold Edition Gran Reserva
Synera Tinto ,Spain,Catalunya,RamÃ³n Roqueta,3.0,6.5,2018,Tinto
De Garage Rioja ,Spain,Rioja,Baigorri,4.1,37.82,2015,De Garage Rioja
Les Challeys Saint-Joseph ,France,Saint-Joseph,Delas,3.7,25.02,2018,Les Challeys Saint-Joseph
Barbera dâAlba Vigna Martina ,Italy,Barbera d'Alba,Elio Grasso,4.0,31.45,2017,Barbera
Brunello di Montalcino Vigneto Manachiara ,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.2,77.55,2010,Brunello di Montalcino Vigneto Manachiara
Pruno Sangiovese Riserva ,Italy,Romagna,Drei DonÃ  - Tenuta La Palazza,4.0,29.13,2012,Sangiovese
Aigle Les Murailles Rouge ,Switzerland,Aigle,Henri Badoux,3.7,27.75,2018,Aigle Les Murailles Rouge
Les Terrasses Velles Vinyes Priorat ,Spain,Priorat,Ãlvaro Palacios,4.1,70.18,2011,Les Terrasses Velles Vinyes Priorat
Montebruna Barbera d'Asti ,Italy,Barbera d'Asti,Braida,3.8,15.5,2016,Barbera
Brunello di Montalcino ,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.2,34.44,2011,Brunello di Montalcino
Saint-EstÃ¨phe ,France,Saint-EstÃ¨phe,ChÃ¢teau PhÃ©lan SÃ©gur,4.1,58.39,2010,Saint-EstÃ¨phe
Castillon - CÃ´tes de Bordeaux ,France,Castillon - CÃ´tes de Bordeaux,Clos Puy Arnaud,4.1,32.95,2005,Bordeaux
Brunello di Montalcino ,Italy,Brunello di Montalcino,Le Macioche,4.1,56.76,2012,Brunello di Montalcino
Ars Nova ,Spain,Navarra,Bodega Tandem,3.6,11.89,2010,Ars Nova
Giusto di Notri Toscana ,Italy,Toscana,Tua Rita,4.2,58.39,2017,Giusto di Notri Toscana
In Violas Merlot ,Italy,Cortona,Poliziano,3.9,16.53,2012,In Violas Merlot
Vineyards Merlot ,Argentina,Mendoza,Trapiche,3.5,5.25,2019,Vineyards Merlot
Rubeno Lagrein ,Italy,SÃ¼dtirol - Alto Adige,Andrian,3.8,11.5,2018,Rubeno Lagrein
Pomerol ,France,Pomerol,ChÃ¢teau Clinet,4.2,128.9,2003,Pomerol
ChÃ¢teau Pimorin Haut-MÃ©doc ,France,Haut-MÃ©doc,ChÃ¢teau Fontesteau,3.7,13.26,2010,Haut
Pinot Noir ,Austria,NiederÃ¶sterreich,Weingut BrÃ¼ndlmayer,3.9,27.15,2016,Pinot Noir
Estate CarmenÃ¨re ,Chile,Maipo Valley,De Martino,3.3,7.53,2017,Estate CarmenÃ¨re
Lignum PenedÃ¨s ,Spain,PenedÃ¨s,Albet i Noya,3.8,10.6,2017,Lignum PenedÃ¨s
Aires Montepulciano d'Abruzzo ,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.7,5.95,2017,Aires Montepulciano d'Abruzzo
Pinotage ,South Africa,Stellenbosch,Simonsig,3.9,8.57,2017,Pinotage
Shiraz ,South Africa,Stellenbosch,Zonnebloem,3.7,8.29,2017,Shiraz
Bandol Rouge ,France,Bandol,Domaine de la BÃ©gude,3.9,29.9,2015,Bandol Rouge
Ripasso Valpolicella Classico Superiore ,Italy,Valpolicella Ripasso Classico,Biscardo,3.9,11.9,2016,Ripasso Valpolicella Classico Superiore
Barolo Villero ,Italy,Barolo,Giacomo Fenocchio,4.1,39.9,2014,Barolo Villero
Moulis-en-MÃ©doc ,France,Moulis-en-MÃ©doc,ChÃ¢teau Duplessis,3.6,15.25,2014,Moulis-en-MÃ©doc
Christine ,South Africa,Constantia,Buitenverwachting,4.1,23.89,2013,Christine
Ebbio Nebbiolo Langhe ,Italy,Langhe,Fontanafredda,3.6,14.79,2017,Ebbio Nebbiolo Langhe
Tenuta Nuova Brunello di Montalcino ,Italy,Brunello di Montalcino,Casanova di Neri,4.5,77.5,2013,Tenuta Nuova Brunello di Montalcino
Cabernet Sauvignon (Cabernet Franc - Syrah) ,Chile,Rapel Valley,Trio,3.6,11.47,2015,Cabernet Franc
Sangiovese Toscana ,Italy,Toscana,Caparzo,3.8,6.3,2018,Sangiovese
Saint-Emilion Grand Cru ,France,Saint-Ãmilion Grand Cru,ChÃ¢teau Fleur de Lisse,3.9,37.04,2016,Saint-Emilion Grand Cru
Montepulciano d'Abruzzo ,Italy,Montepulciano d'Abruzzo,Caleo,3.4,5.49,2018,Montepulciano d'Abruzzo
Orphan Bank Shiraz ,Australia,Barossa,Langmeil,4.3,37.98,2016,Orphan Bank Shiraz
Negru de Purcari ,Moldova,South Eastern,ChÃ¢teau Purcari,4.4,29.98,2017,Negru de Purcari
Signatures Single Vineyard Collection Cabernet Franc ,South Africa,Wellington,Doolhof Wine Estate,4.1,17.6,2015,Cabernet Franc
BoÄazkere - ÃkÃ¼zgÃ¶zÃ¼ ,Turkey,Thrace,Suvla,3.6,11.5,2017,BoÄazkere - ÃkÃ¼zgÃ¶zÃ¼
Primitivo ,Italy,Puglia,A Mano,3.6,6.99,2018,Primitivo
SelecciÃ³n Finca el Grajo Viejo ,Spain,Ribera del Duero,Protos,4.4,54.95,2015,SelecciÃ³n Finca el Grajo Viejo
Cannonau ,Italy,Sardegna,Olianas,3.8,10.5,2018,Cannonau
Beyer Ranch Zinfandel ,United States,Livermore Valley,Wente,3.9,11.48,2016,Zinfandel
Red ,South Africa,Swartland,Porseleinberg,4.1,58.39,2015,Red
Majuelos de Callejo ,Spain,Ribera del Duero,Callejo,3.8,29.15,2006,Majuelos de Callejo
Meifort ,South Africa,Constantia,Buitenverwachting,3.9,8.9,2017,Meifort
Moulin des Costes Bandol Rouge ,France,Bandol,Domaines Bunan,3.9,24.9,2015,Moulin des Costes Bandol Rouge
Bordeaux ,France,Bordeaux,ChÃ¢teau Bel Air La Perriere,3.6,8.21,2017,Bordeaux
Alentejano Moon Harvested ,Portugal,Alentejano,Herdade dos Grous,4.3,26.9,2018,Alentejano Moon Harvested
Copa Santa La MÃ©janelle ,France,Languedoc,Clavel,3.8,17.9,2014,Copa Santa La MÃ©janelle
Brunello di Montalcino Montosoli ,Italy,Brunello di Montalcino,Altesino,4.4,68.65,2014,Brunello di Montalcino Montosoli
Tiara ,South Africa,Stellenbosch,Simonsig,4.2,20.89,2013,Tiara
TA Generacion Gran Reserva Cabernet Sauvignon ,Argentina,San Rafael,Goyenechea,3.5,16.29,2013,Cabernet Sauvignon
La Quintanilla ,Spain,Rioja,Baigorri,3.8,35.09,2012,La Quintanilla
Barolo ,Italy,Barolo,Borgogno,3.9,38.8,2013,Barolo
La Grola ,Italy,Verona,Allegrini,3.9,18.42,2014,La Grola
Fonterutoli Chianti Classico ,Italy,Chianti Classico,Mazzei,3.8,17.53,2017,Chianti
Barolo ,Italy,Barolo,Giacosa Fratelli,3.9,24.19,2015,Barolo
The Barossan Shiraz ,Australia,Barossa Valley,Peter Lehmann,3.8,17.18,2016,The Barossan Shiraz
Jenkins Ranch Pinot Noir ,United States,Sonoma Coast,Patz & Hall,4.2,89.0,2014,Pinot Noir
Reserva Merlot ,Chile,Colchagua Valley,MontGras,3.3,11.19,2018,Reserva Merlot
Twins Red Blend (Malbec - Cabernet Sauvignon) ,Chile,Colchagua Valley,Montes,3.8,8.64,2018,Cabernet Sauvignon
Prugnanello Rosso di Montepulciano ,Italy,Rosso di Montepulciano,Lunadoro,3.9,10.67,2015,Rosso
Ventale Valpolicella Superiore ,Italy,Valpolicella,Santi,3.7,9.9,2016,Ventale Valpolicella Superiore
Pieve Santa Restituta Sugarille Brunello di Montalcino ,Italy,Brunello di Montalcino,Gaja,4.5,149.0,2013,Pieve Santa Restituta Sugarille Brunello di Montalcino
Valpolicella Superiore ,Italy,Valpolicella,Zenato,3.9,9.75,2018,Valpolicella Superiore
Villa Blanche Marselan ,France,Pays d'Oc,Calmel & Joseph,3.9,6.77,2017,Villa Blanche Marselan
Bolgheri Rosso ,Italy,Bolgheri,Le Macchiole,4.0,21.24,2018,Rosso
Organic Shiraz ,Australia,South Australia,Farm Hand,3.8,7.69,2017,Organic Shiraz
Bramare Marchiori Vineyard Malbec ,Argentina,Mendoza,ViÃ±a Cobos,4.6,74.99,2017,Malbec
Les Terrasses de Saint Christophe Saint-Ãmilion Grand Cru ,France,Saint-Ãmilion Grand Cru,ChÃ¢teau Tour Saint-Christophe,4.0,18.5,2016,Les Terrasses de Saint Christophe Saint-Ãmilion Grand Cru
FeteascÄ NeagrÄ ,Romania,Dealurile Olteniei,La Cetate,3.8,13.5,2017,FeteascÄ NeagrÄ
AÃ±ares Crianza Rioja ,Spain,Rioja,Bodegas Olarra,3.6,5.79,2017,Crianza
Za Inspiraciju Vrhunsko Plavac Mali Barrique ,Croatia,Srednja I Juzna Dalmacija,Stina,4.0,18.9,2015,Za Inspiraciju Vrhunsko Plavac Mali Barrique
Sfursat di Valtellina ,Italy,Sforzato della Valtellina,Aldo Rainoldi,4.1,29.05,2014,Sfursat di Valtellina
Poggio alle Mura Brunello di Montalcino Riserva ,Italy,Brunello di Montalcino,Banfi,4.2,73.62,2010,Poggio alle Mura Brunello di Montalcino Riserva
Lote D Syrah ,Chile,Colchagua Valley,Polkura,3.9,19.3,2015,Syrah
Ultra Malbec ,Argentina,Mendoza,Kaiken,4.0,16.09,2017,Malbec
Cabernet Sauvignon ,South Africa,Stellenbosch,Lanzerac,4.0,12.5,2017,Cabernet Sauvignon
Roccardo Langhe Nebbiolo ,Italy,Langhe,Rocche Costamagna,4.0,14.9,2017,Roccardo Langhe Nebbiolo
Reserva Tannat ,Brazil,Serra GaÃºcha,Don Guerino,3.5,13.6,2014,Reserva Tannat
Vineyard Selection Shiraz ,South Africa,Stellenbosch,Kleine Zalze,4.0,14.9,2017,Vineyard Selection Shiraz
Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves) ,France,Pessac-LÃ©ognan,ChÃ¢teau de Fieuzal,3.9,51.23,1999,Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves)
Medalla Real (Gran Reserva) Cabernet Sauvignon ,Chile,Maipo Valley,Santa Rita,3.6,13.15,2016,Cabernet Sauvignon
Margaux (Grand Cru ClassÃ©) ,France,Margaux,ChÃ¢teau Lascombes,4.4,127.95,2005,Margaux (Grand Cru ClassÃ©)
Prazo de Roriz Douro ,Portugal,Douro,Prats & Symington (P+S),3.9,9.5,2016,Prazo de Roriz Douro
The Octavius Old Vine Shiraz ,Australia,Barossa Valley,Yalumba,4.2,117.2,2013,The Octavius Old Vine Shiraz
Killerman's Run Shiraz - Grenache ,Australia,Clare Valley,Kilikanoon,3.7,14.8,2010,Killerman's Run Shiraz - Grenache
Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro ,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.5,116.0,2012,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro
Amstramgram L'Epicurius ,France,Pays d'Oc,Calmel & Joseph,3.8,7.75,2018,Amstramgram L'Epicurius
Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves) ,France,Pessac-LÃ©ognan,ChÃ¢teau Bouscaut,4.0,48.79,2016,Pessac-LÃ©ognan (Grand Cru ClassÃ© de Graves)
Angelin Langhe Nebbiolo ,Italy,Langhe,Negro Angelo,3.7,12.9,2018,Angelin Langhe Nebbiolo
CuvÃ©e Frangin Red ,United States,Columbia Valley,Betz Family Winery,4.1,42.09,2014,CuvÃ©e Frangin Red
Saint-Julien (Grand Cru ClassÃ©) ,France,Saint-Julien,ChÃ¢teau Ducru-Beaucaillou,4.6,192.56,2015,Saint-Julien (Grand Cru ClassÃ©)
Pagodes de Cos ,France,Saint-EstÃ¨phe,Cos d'Estournel,4.1,56.54,2015,Pagodes de Cos
Saint-Ãmilion Grand Cru ,France,Saint-Ãmilion Grand Cru,ChÃ¢teau Lalande de Gravet,3.9,30.65,2015,Saint-Ãmilion Grand Cru
Cabernet Sauvignon ,Chile,Colchagua Valley,Ravanal,3.1,6.95,2016,Cabernet Sauvignon
Chai Mas Rouge ,France,Pays d'Oc,Paul Mas,3.6,7.19,2017,Chai Mas Rouge
Da'Divas Pinot Noir ,Brazil,Encruzilhada do Sul,Lidio Carraro,3.2,14.5,2010,Pinot Noir
Montagne Saint-Ãmilion ,France,Montagne-Saint-Ãmilion,Vieux ChÃ¢teau Palon,4.0,27.29,2016,Montagne Saint-Ãmilion
Veneto Alzero Cabernet ,Italy,Veneto,Quintarelli Giuseppe,4.6,383.15,2004,Cabernet
La Chapelle de La Mission Haut-Brion Pessac-LÃ©ognan ,France,Pessac-LÃ©ognan,ChÃ¢teau La Mission Haut-Brion,4.3,136.24,2015,Haut
Ribera del Duero Roble ,Spain,Ribera del Duero,Vega Real,3.6,12.7,2018,Ribera del Duero Roble
GorÃº ,Spain,Jumilla,EGO,3.8,6.9,2018,GorÃº
Pauillac (Grand Cru ClassÃ©) ,France,Pauillac,ChÃ¢teau Pontet-Canet,4.5,199.95,2005,Pauillac (Grand Cru ClassÃ©)
Nero d'Avola ,Italy,Terre Siciliane,Cusumano,3.8,8.5,2018,Nero
CÃ´te-RÃ´tie Brune & Blonde de Guigal ,France,CÃ´te-RÃ´tie,E. Guigal,4.2,43.77,2015,CÃ´te-RÃ´tie Brune & Blonde de Guigal
The Blend ,Chile,Colchagua Valley,Primus,3.8,13.95,2015,The Blend
Saint-Julien (Grand Cru ClassÃ©) ,France,Saint-Julien,ChÃ¢teau LÃ©oville Las Cases,4.4,174.49,2014,Saint-Julien (Grand Cru ClassÃ©)
GrÃ©zan FaugÃ¨res Rouge ,France,FaugÃ¨res,Famille Cros Pujol,3.6,9.95,2016,GrÃ©zan FaugÃ¨res Rouge
Inedito ,Italy,Toscana,Terre del Marchesato,3.8,13.5,2018,Inedito
Finca La Emperatriz Reserva ,Spain,Rioja Alta,Finca La Emperatriz,3.9,16.9,2014,Finca La Emperatriz Reserva
Old Vine Zinfandel ,Italy,Puglia,Red Fire,3.5,7.75,2018,Zinfandel
Conde de Valdemar Gran Reserva ,Spain,Rioja,Bodegas Valdemar,3.9,19.98,2011,Conde de Valdemar Gran Reserva
 Uno Primitivo di Manduria Riserva ,Italy,Primitivo di Manduria,Masseria La Volpe,4.3,14.18,2016,Primitivo
Gemola ,Italy,Colli Euganei,Vignalta,4.1,31.19,2013,Gemola
Pieve Santa Restituta Rennina Brunello di Montalcino ,Italy,Brunello di Montalcino,Gaja,4.5,129.0,2013,Pieve Santa Restituta Rennina Brunello di Montalcino
 Finques (Fincas) Reserva ,Spain,EmpordÃ ,Castillo Perelada,4.0,13.85,2016,Finques (Fincas) Reserva
Pinot Noir ,New Zealand,Waipara,Main Divide,3.8,21.5,2015,Pinot Noir
Bolgheri Superiore ,Italy,Bolgheri Superiore,Campo alle Comete,4.3,43.77,2015,Bolgheri Superiore
Saint-EstÃ¨phe ,France,Saint-EstÃ¨phe,ChÃ¢teau Petit Bocq,4.0,39.95,2005,Saint-EstÃ¨phe
Dolcetto d'Alba ,Italy,Dolcetto d'Alba,Cordero di Montezemolo,3.9,14.54,2018,Dolcetto d'Alba
Les Terrasses Velles Vinyes Priorat ,Spain,Priorat,Ãlvaro Palacios,4.2,28.71,2016,Les Terrasses Velles Vinyes Priorat
Brunello di Montalcino ,Italy,Brunello di Montalcino,Casanova di Neri,4.4,44.52,2014,Brunello di Montalcino
Crozes-Hermitage Les Meysonniers ,France,Crozes-Hermitage,M. Chapoutier,3.9,22.22,2017,Crozes-Hermitage Les Meysonniers
Valpolicella ,Italy,Valpolicella,Tommasi,3.5,9.16,2017,Valpolicella
Tenuta Nuova Brunello di Montalcino ,Italy,Brunello di Montalcino,Casanova di Neri,4.4,75.18,2011,Tenuta Nuova Brunello di Montalcino
Single Vineyard Tempranillo ,Spain,La Mancha,Volver,4.0,15.7,2016,Single Vineyard Tempranillo
Single Vineyard Release St. Andrews Cabernet Sauvignon ,Australia,Clare Valley,Taylors / Wakefield,4.0,21.82,2016,Cabernet Sauvignon
Crianza ,Spain,Rioja Alta,TarÃ³n,3.6,8.99,2016,Crianza
Saint-Ãmilion Grand Cru (Grand Cru ClassÃ©) ,France,Saint-Ãmilion Grand Cru,ChÃ¢teau Destieux,3.9,53.92,2007,Saint-Ãmilion Grand Cru (Grand Cru ClassÃ©)
Vosne-RomanÃ©e ,France,Vosne-RomanÃ©e,Domaine Arnoux-Lachaux,4.0,91.77,2014,Vosne-RomanÃ©e
Gevrey-Chambertin Vieilles Vignes ,France,Gevrey-Chambertin,FrÃ©dÃ©ric Magnien,4.1,46.79,2016,Gevrey-Chambertin Vieilles Vignes
Lalande-de-Pomerol ,France,Lalande-de-Pomerol,ChÃ¢teau de Bel-Air,3.9,29.15,2016,Pomerol
Pinotage ,South Africa,Stellenbosch,Zonnebloem,3.7,8.29,2018,Pinotage
Brunello di Montalcino Riserva ,Italy,Brunello di Montalcino,Poggio di Sotto,4.7,270.63,2010,Brunello di Montalcino Riserva
Pino Doncel Vintage ,Spain,Jumilla,Bleda,3.6,5.99,2014,Pino Doncel Vintage
Ses Nines SelecciÃ³ ,Spain,Binissalem-Mallorca,Tianna Negre,4.0,19.99,2016,Ses Nines SelecciÃ³
Valley Oaks Cabernet Sauvignon ,United States,California,Fetzer,3.7,8.53,2018,Cabernet Sauvignon
Pomerol ,France,Pomerol,ChÃ¢teau Le Gay,4.5,189.95,2005,Pomerol
SorÃ¬ TildÃ¬n (Barbaresco) Langhe ,Italy,Langhe,Gaja,4.5,450.0,2013,SorÃ¬ TildÃ¬n (Barbaresco) Langhe
Toscana Rosso ,Italy,Toscana,Altesino,3.9,11.0,2018,Rosso
Lagrein ,Italy,SÃ¼dtirol - Alto Adige,Alois Lageder,3.6,13.4,2017,Lagrein
Lu Rappaio Primitivo di Manduria ,Italy,Primitivo di Manduria,Masca del Tacco,4.2,11.95,2017,Primitivo
Riscal Tempranillo ,Spain,Castilla y LeÃ³n,MarquÃ©s de Riscal,3.4,7.45,2017,Riscal Tempranillo
Albe Barolo ,Italy,Barolo,G.D. Vajra,3.9,50.67,2015,Albe Barolo
ChÃ¢teauneuf-du-Pape ,France,ChÃ¢teauneuf-du-Pape,ChÃ¢teau de Beaucastel,4.4,95.53,2009,ChÃ¢teauneuf-du-Pape
Domaine de Valmoissine Pinot Noir ,France,Var,Louis Latour,3.8,11.89,2016,Pinot Noir
Chianti Classico ,Italy,Chianti Classico,Casaloste,3.8,16.95,2016,Chianti
Tenuta Sant'Alfonso Chianti Classico ,Italy,Chianti Classico,Rocca delle MacÃ¬e,3.8,13.55,2017,Chianti
AntÃ© Barbera d'Asti Superiore ,Italy,Barbera d'Asti,Tenimenti Ca'Bianca,3.8,6.95,2017,Barbera
Via Edetana Tinto ,Spain,Terra Alta,EdetÃ ria,3.9,13.15,2017,Tinto
Toscana Brunito ,Italy,Toscana,Cantina di Montalcino,3.7,8.9,2018,Toscana Brunito
Le LucÃ©re Brunello di Montalcino ,Italy,Brunello di Montalcino,San Filippo,4.2,48.45,2011,Le LucÃ©re Brunello di Montalcino
Paso a Paso Tempranillo ,Spain,Castilla,Volver,3.6,6.97,2018,Paso a Paso Tempranillo
